STN--- WBAN   YEARMODA    TEMP       DEWP      SLP        STP       VISIB      WDSP     MXSPD   GUST    MAX     MIN   PRCP   SNDP   FRSHTT 
704540 25704  19820117    44.2 24    39.0 24  1013.6 24  1013.1 24    4.5 24   20.1 24   28.9  999.9    46.0*   42.1*  0.05D 999.9  110000 
704540 25704  19820118    42.3 24    37.8 24  1012.4 24  1011.9 24    3.4 24   16.1 24   27.0  999.9    45.0*   41.0*  0.05D 999.9  110000 
704540 25704  19820119    40.3 24    36.0 24   990.0 24   989.4 24    3.3 24   19.6 24   33.0  999.9    43.0*   34.0*  0.05D 999.9  111000 
704540 25704  19820120    35.9 24    26.3 24  1000.5 24   999.9 24    5.6 24   16.4 24   22.9  999.9    37.9*   33.1*  0.05D 999.9  111000 
704540 25704  19820121    37.9 24    32.5 24   986.8 24   986.3 24    5.1 24   19.4 24   30.1  999.9    39.9*   36.0*  0.05D 999.9  111000 
704540 25704  19820122    33.8 24    25.7 24   988.8 24   988.3 24    5.4 24   11.1 24   25.1  999.9    37.0*   27.0*  0.05D 999.9  011000 
704540 25704  19820123    29.9 24    23.9 24   979.6 24   979.1 24    5.5 24    5.3 24   19.0  999.9    35.1*   23.0*  0.05D 999.9  011000 
704540 25704  19820124    35.0 24    24.6 24   996.2 24   995.7 24    7.1 24    8.8 24   22.0  999.9    37.0*   30.0*  0.05D 999.9  001000 
704540 25704  19820125    37.7 24    29.6 24   986.6 24   986.1 24    4.8 24   12.6 24   20.0  999.9    42.1*   34.0*  0.05D 999.9  111000 
704540 25704  19820126    37.9 24    30.7 24   981.6 24   981.0 24    4.9 24   15.5 24   30.1  999.9    42.1*   34.0*  0.05D 999.9  111000 
704540 25704  19820127    38.1 24    31.6 24   962.5 24   962.0 24    5.7 24   15.8 24   25.1  999.9    41.0*   36.0*  0.05D 999.9  111000 
704540 25704  19820128    36.3 24    30.0 24   971.6 24   971.1 24    5.1 24   21.2 24   28.9  999.9    39.0*   34.0*  0.05D 999.9  111000 
704540 25704  19820129    33.3 24    27.0 24   990.6 24   990.0 24    6.1 24   10.8 24   20.0  999.9    37.0*   26.1*  0.05D 999.9  011000 
704540 25704  19820130    30.9 24    23.3 24   991.9 24   991.4 24    6.6 24    3.6 24   12.0  999.9    41.0*   25.0*  0.05D 999.9  101000 
704540 25704  19820131    34.9 24    26.7 24   984.9 24   984.4 24    5.3 24   16.1 24   30.1  999.9    36.0*   33.1*  0.05D 999.9  111000 
704540 25704  19820201    35.5 24    30.6 24   978.7 24   978.1 24    3.2 24   20.1 24   27.0  999.9    37.0*   34.0*  0.05D 999.9  011000 
704540 25704  19820202    34.5 24    27.9 24   992.4 24   991.9 24    4.5 24   16.0 24   28.9   36.9    36.0*   33.1*  0.05D 999.9  111000 
704540 25704  19820203    33.3 24    26.9 24   993.4 24   992.8 24    5.9 24    4.8 24   18.1  999.9    37.9*   26.1*  0.05D 999.9  111000 
704540 25704  19820204    37.5 24    32.9 24   988.8 24   988.2 24    4.3 24    5.6 24   19.0  999.9    39.9*   34.0*  0.05D 999.9  111000 
704540 25704  19820205    41.1 24    34.2 24   995.1 24   994.6 24    5.8 24   12.2 24   21.0  999.9    42.1*   39.9*  0.05D 999.9  110000 
704540 25704  19820206    41.1 24    32.0 24   996.1 24   995.6 24    4.9 24   21.6 24   45.1  999.9    44.1*   36.0*  0.05D 999.9  111000 
704540 25704  19820207    39.9 24    29.8 24  1020.8 24  1020.2 24    6.8 24   13.9 24   31.1  999.9    42.1*   37.0*  0.05D 999.9  110000 
704540 25704  19820208    38.7 24    29.4 24  1034.1 24  1033.5 24    7.3 24    7.9 24   15.9  999.9    44.1*   30.9*  0.05D 999.9  010000 
704540 25704  19820209    40.2 24    33.0 24  1031.9 24  1031.3 24    5.1 24    8.4 24   15.0  999.9    45.0*   37.9*  0.05D 999.9  110000 
704540 25704  19820210    40.2 24    33.4 24  1032.6 23  1032.0 24    9.9 24    1.5 24    6.0  999.9    53.1*   35.1*  0.05D 999.9  110000 
704540 25704  19820211    40.2 24    31.1 24  1027.5 24  1027.0 24   10.8 24    5.7 24   11.1  999.9    51.1*   34.0*  0.05D 999.9  100000 
704540 25704  19820212    37.9 24    27.0 24  1023.0 24  1022.5 24   12.6 24   13.1 24   22.0  999.9    45.0*   26.1*  0.05D 999.9  000000 
704540 25704  19820213    36.2 24    21.1 24  1020.6 24  1020.1 24    8.6 24   14.5 24   20.0  999.9    37.9*   35.1*  0.05D 999.9  010000 
704540 25704  19820214    36.4 24    24.9 24  1019.9 24  1019.4 24    6.8 24   16.5 24   22.9  999.9    37.9*   35.1*  0.05D 999.9  111000 
704540 25704  19820215    32.4 24    19.1 24  1022.2 24  1021.7 24    6.9 24   14.9 24   22.0  999.9    37.9*   28.9*  0.05D 999.9  001000 
704540 25704  19820216    29.3 24    17.1 24  1017.7 24  1017.2 24    5.9 24    8.7 24   13.0  999.9    34.0*   26.1*  0.05D 999.9  101000 
704540 25704  19820217    29.9 24    17.3 24  1019.0 24  1018.5 24    6.5 24    8.8 24   14.0  999.9    33.1*   27.0*  0.05D 999.9  001000 
704540 25704  19820218    33.5 24    19.3 24  1021.5 24  1021.0 24    6.6 24    8.7 24   15.9  999.9    36.0*   32.0*  0.05D 999.9  001000 
704540 25704  19820219    34.0 24    20.2 24  1026.5 24  1026.0 24    7.0 24    4.9 24   10.1  999.9    37.9*   30.9*  0.05D 999.9  001000 
704540 25704  19820220    33.0 24    18.5 24  1026.3 24  1025.8 24    7.0 24    4.2 24   13.0  999.9    37.0*   25.0*  0.05D 999.9  001000 
704540 25704  19820221    39.0 24    28.1 24  1009.1 24  1008.5 24    4.2 24   19.9 24   35.9  999.9    42.1*   35.1*  0.05D 999.9  111000 
704540 25704  19820222    40.7 24    31.3 24   997.8 24   997.2 24    5.4 24    8.6 24   22.0  999.9    43.0*   36.0*  0.05D 999.9  110000 
704540 25704  19820223    39.5 24    32.2 24  1012.0 24  1011.4 24    3.3 24    2.6 24    8.0  999.9    44.1*   35.1*  0.05D 999.9  110000 
704540 25704  19820224    42.8 24    34.9 24  1015.1 24  1014.6 24    2.8 24    8.9 24   20.0  999.9    45.0*   41.0*  0.05D 999.9  110000 
704540 25704  19820225    41.7 24    37.7 24  1016.8 24  1016.2 24    4.9 24    9.7 24   20.0  999.9    45.0*   39.0*  0.05D 999.9  110000 
704540 25704  19820226    35.6 24    30.4 24  1030.2 24  1029.7 24    8.5 24    2.4 24    8.9  999.9    45.0*   27.0*  0.05D 999.9  000000 
704540 25704  19820227    38.0 24    32.4 24  1025.2 24  1024.6 24    7.0 24    4.6 24   11.1  999.9    43.0*   36.0*  0.05D 999.9  000000 
704540 25704  19820228    38.8 24    34.7 24  1010.5 24  1010.0 24    5.9 24    9.1 24   15.9  999.9    39.9*   37.9*  0.05D 999.9  110000 
704540 25704  19820301    38.5 24    35.0 24   995.2 24   994.7 24    5.2 24   11.7 24   21.0  999.9    41.0*   37.0*  0.05D 999.9  111000 
704540 25704  19820302    39.7 24    35.7 24  1006.8 24  1006.5 23    5.9 24   11.3 24   15.9   22.0    44.6*   37.9*  0.05D 999.9  111000 
704540 25704  19820303    40.3 24    35.5 24  1011.1 24  1010.6 24    5.9 24   12.4 24   27.0  999.9    46.0*   37.0*  0.05D 999.9  111000 
704540 25704  19820304    43.4 24    39.0 24   997.5 24   996.9 24    5.1 24   15.3 24   28.0  999.9    46.9*   41.0*  0.05D 999.9  110000 
704540 25704  19820305    40.5 24    36.8 24   981.0 24   980.4 24    4.1 24   33.0 24   42.9  999.9    46.9*   37.0*  0.05D 999.9  111000 
704540 25704  19820306    40.2 24    35.1 24   999.4 24   998.9 24    5.8 24   22.2 24   35.9  999.9    43.0*   37.9*  0.05D 999.9  111000 
704540 25704  19820307    45.2 24    41.7 24   999.3 24   998.9 24    4.9 24   25.5 24   42.9  999.9    51.1*   39.9*  0.05D 999.9  111000 
704540 25704  19820308    39.5 24    34.3 24  1004.0 24  1003.4 24    5.2 24   12.8 24   28.9  999.9    45.0*   35.1*  0.05D 999.9  111000 
704540 25704  19820309    36.5 24    31.2 24  1014.8 24  1014.2 24    6.2 24   23.0 24   28.0  999.9    41.0*   32.0*  0.05D 999.9  111000 
704540 25704  19820310    38.5 24    34.4 24  1002.2 23  1002.1 24    3.9 24   12.5 24   24.1  999.9    43.0*   35.1*  0.05D 999.9  111000 
704540 25704  19820311    37.1 24    31.1 24  1014.4 24  1013.9 24    5.7 24   23.3 24   34.0  999.9    43.0*   34.0*  0.05D 999.9  111000 
704540 25704  19820312    40.7 24    33.5 24  1020.0 24  1019.5 24    6.7 24   13.5 24   25.1  999.9    42.1*   39.0*  0.05D 999.9  111000 
704540 25704  19820313    39.3 24    35.3 24   984.1 24   983.5 24    4.4 24   30.5 24   41.0  999.9    43.0*   37.0*  0.05D 999.9  111000 
704540 25704  19820314    39.8 24    28.9 24  1004.7 24  1004.2 24    6.9 24   21.4 24   38.1  999.9    42.1*   37.0*  0.05D 999.9  001000 
704540 25704  19820315    41.9 24    37.7 24   992.1 24   991.6 24    4.9 24   14.6 24   24.1  999.9    46.0*   39.0*  0.05D 999.9  110000 
704540 25704  19820316    41.1 24    37.2 24   975.1 24   974.6 24    4.8 24   20.4 24   28.0  999.9    43.0*   39.9*  0.05D 999.9  111000 
704540 25704  19820317    40.0 24    36.5 24   986.9 24   986.4 24    6.0 24   17.9 24   26.0  999.9    43.0*   37.9*  0.05D 999.9  111000 
704540 25704  19820318    38.9 24    36.3 24   985.8 24   985.3 24    5.5 24   12.1 24   20.0  999.9    42.1*   37.0*  0.05D 999.9  111000 
704540 25704  19820319    38.9 24    35.0 24   997.9 24   997.3 24    6.8 24    6.0 24   15.9  999.9    43.0*   35.1*  0.05D 999.9  011000 
704540 25704  19820320    38.2 24    35.4 24   980.4 23   979.9 23    4.8 24    9.7 24   24.1  999.9    44.1*   32.0*  0.05D 999.9  111000 
704540 25704  19820321    37.7 24    34.1 24   993.8 24   993.3 24    5.5 24   14.1 24   24.1  999.9    46.0*   30.9*  0.05D 999.9  111000 
704540 25704  19820322    36.7 24    32.1 24  1024.8 24  1024.3 24    6.5 24    2.9 24    8.0  999.9    45.0*   27.0*  0.05D 999.9  001000 
704540 25704  19820323    32.8 24    27.3 24  1037.0 24  1036.5 24    6.9 24    2.7 24    8.0  999.9    41.0*   27.0*  0.05D 999.9  001000 
704540 25704  19820324    37.2 24    29.5 24  1040.4 24  1039.9 24    7.2 24    5.4 24   13.0  999.9    41.0*   33.1*  0.05D 999.9  111000 
704540 25704  19820325    38.8 24    36.8 24  1027.1 24  1026.6 24    4.5 24   12.2 24   20.0  999.9    42.1*   37.0*  0.05D 999.9  111000 
704540 25704  19820326    42.9 24    40.7 24  1015.2 24  1014.6 24    4.9 24   18.2 24   28.9  999.9    45.0*   41.0*  0.05D 999.9  110000 
704540 25704  19820327    38.8 24    35.9 24  1017.0 24  1016.4 24    5.7 24   18.3 24   28.0  999.9    48.0*   35.1*  0.05D 999.9  111000 
704540 25704  19820328    39.3 24    35.1 24  1018.3 24  1017.8 24    6.8 24   12.2 24   24.1  999.9    43.0*   35.1*  0.05D 999.9  110000 
704540 25704  19820329    38.0 24    32.4 24  1023.8 24  1023.2 24    6.0 24   15.8 24   28.9  999.9    42.1*   35.1*  0.05D 999.9  101000 
704540 25704  19820330    41.4 24    35.5 24  1018.5 24  1018.0 24    5.3 24    8.8 24   30.1  999.9    55.9*   34.0*  0.05D 999.9  111000 
704540 25704  19820331    49.2 24    46.4 24  1011.1 24  1010.6 24    4.5 24   23.0 24   42.9  999.9    57.0*   37.9*  0.05D 999.9  110000 
704540 25704  19820401    40.3 24    36.6 24  1020.4 24  1019.9 24    5.8 24   11.9 24   19.0  999.9    43.0*   37.9*  0.05D 999.9  110000 
704540 25704  19820402    43.0 24    41.1 24  1008.4 24  1007.9 24    4.3 24   10.1 24   25.1  999.9    48.0*   41.0*  0.05D 999.9  110000 
704540 25704  19820403    43.6 24    40.7 24   999.7 24   999.2 24    6.6 24    4.6 24   10.1  999.9    46.0*   42.1*  0.05D 999.9  110000 
704540 25704  19820404    40.3 24    36.4 24  1005.2 24  1004.7 24    5.2 24   12.5 24   20.0  999.9    44.1*   37.0*  0.05D 999.9  110000 
704540 25704  19820405    40.5 24    38.2 24   998.9 24   998.4 24    4.9 24   18.4 24   32.1  999.9    43.0*   37.0*  0.05D 999.9  111000 
704540 25704  19820406    38.7 24    33.8 24  1008.9 24  1008.3 24    6.8 24   13.6 24   19.0  999.9    43.0*   33.1*  0.05D 999.9  101000 
704540 25704  19820407    39.3 24    31.9 24  1013.6 24  1013.1 24    6.2 24   20.3 24   26.0  999.9    43.0*   35.1*  0.05D 999.9  111000 
704540 25704  19820408    40.1 24    33.4 24  1031.0 24  1030.5 24    6.5 24   19.9 24   35.0  999.9    48.0*   37.0*  0.05D 999.9  111000 
704540 25704  19820409    41.7 24    38.3 24  1038.7 24  1038.2 24    4.4 24   19.0 24   31.1  999.9    46.9*   37.9*  0.05D 999.9  110000 
704540 25704  19820410    43.3 24    40.3 24  1034.0 24  1033.5 24    4.1 24   21.6 24   33.0  999.9    46.9*   42.1*  0.05D 999.9  110000 
704540 25704  19820411    44.9 24    41.2 24  1031.4 24  1030.9 24    5.1 24   12.5 24   21.0  999.9    50.0*   42.1*  0.05D 999.9  110000 
704540 25704  19820412    43.0 24    40.5 24  1028.6 24  1028.1 24    6.0 24    9.1 24   24.1  999.9    48.0*   39.9*  0.05D 999.9  110000 
704540 25704  19820413    43.9 24    40.0 24  1017.9 24  1017.2 24    4.8 24   15.1 24   28.0  999.9    46.9*   41.0*  0.05D 999.9  110000 
704540 25704  19820414    36.8 24    31.0 24  1009.9 24  1009.3 24    5.7 24   21.6 24   33.0  999.9    42.1*   33.1*  0.05D 999.9  111000 
704540 25704  19820415    36.3 24    27.5 24  1027.2 24  1026.7 24    6.5 24    9.9 24   20.0  999.9    41.0*   33.1*  0.05D 999.9  101000 
704540 25704  19820416    36.3 24    29.3 24  1026.8 24  1026.3 24    5.9 24    7.4 24   15.0  999.9    41.0*   34.0*  0.05D 999.9  101000 
704540 25704  19820417    36.7 24    28.8 24  1021.0 24  1020.4 24    6.4 24    7.7 24   15.9  999.9    46.0*   30.9*  0.05D 999.9  101000 
704540 25704  19820418    35.9 24    32.0 24  1022.6 24  1022.1 24    6.2 24    8.6 24   15.0  999.9    39.0*   30.9*  0.05D 999.9  111000 
704540 25704  19820419    36.0 24    31.1 24  1024.8 24  1024.4 24    5.9 24    5.0 24   12.0  999.9    39.9*   33.1*  0.05D 999.9  101000 
704540 25704  19820420    37.3 24    30.1 24  1026.4 24  1025.9 24    7.0 24    3.5 24   10.1  999.9    43.0*   30.9*  0.05D 999.9  000000 
704540 25704  19820421    42.8 24    40.2 24  1010.4 24  1009.9 24    5.9 24    6.6 24   14.0  999.9    50.0*   39.0*  0.05D 999.9  110000 
704540 25704  19820422    42.4 24    37.0 24  1012.3 24  1011.8 24    6.2 24   13.7 24   24.1  999.9    48.9*   37.9*  0.05D 999.9  110000 
704540 25704  19820423    42.2 24    36.7 24  1009.4 24  1008.9 24    6.4 24    8.3 24   15.9  999.9    51.1*   37.9*  0.05D 999.9  110000 
704540 25704  19820424    40.0 24    32.8 24  1011.9 24  1011.4 24    6.5 24    5.4 24   12.0  999.9    48.0*   35.1*  0.05D 999.9  111000 
704540 25704  19820425    37.3 24    30.7 24  1011.1 24  1010.6 24    6.7 24    9.8 24   14.0  999.9    42.1*   34.0*  0.05D 999.9  111000 
704540 25704  19820426    37.9 24    33.3 24  1012.8 24  1012.2 24    6.3 24   10.0 24   15.9  999.9    44.1*   36.0*  0.05D 999.9  111000 
704540 25704  19820427    40.6 24    35.5 24  1011.3 24  1010.9 24    5.7 24   16.9 24   26.0  999.9    46.0*   37.0*  0.05D 999.9  111000 
704540 25704  19820428    38.5 24    31.4 24  1013.9 24  1013.4 24    6.3 24    7.4 24   15.9  999.9    43.0*   35.1*  0.05D 999.9  111000 
704540 25704  19820429    41.7 24    38.2 24  1012.1 24  1011.6 24    5.5 24   12.9 24   20.0  999.9    51.1*   37.0*  0.05D 999.9  111000 
704540 25704  19820430    40.8 24    32.9 24  1013.4 24  1012.9 24    5.9 24   11.3 24   33.0  999.9    46.9*   37.0*  0.05D 999.9  111000 
704540 25704  19820501    38.5 24    30.7 24  1022.1 24  1021.7 24    6.8 24    8.7 24   18.1  999.9    46.0*   30.0*  0.05D 999.9  100000 
704540 25704  19820502    40.0 24    32.4 24  1023.0 24  1022.3 24    6.8 24    9.3 24   15.9  999.9    48.0*   36.0*  0.05D 999.9  111000 
704540 25704  19820503    40.6 24    33.8 24  1017.7 24  1017.1 24    7.0 24   10.4 24   18.1  999.9    43.0*   37.9*  0.05D 999.9  010000 
704540 25704  19820504    42.3 24    38.9 24  1004.1 24  1003.6 24    5.4 24   11.9 24   18.1  999.9    51.1*   37.9*  0.05D 999.9  110000 
704540 25704  19820505    42.5 24    38.2 24   999.5 24   999.0 24    5.2 24    9.1 24   15.9  999.9    52.0*   37.9*  0.05D 999.9  110000 
704540 25704  19820506    40.5 24    36.6 24  1000.4 24   999.8 24    6.4 24    4.3 24   12.0  999.9    45.0*   36.0*  0.05D 999.9  110000 
704540 25704  19820507    41.3 24    38.7 24   998.7 24   998.2 24    5.7 24   11.4 24   15.9  999.9    45.0*   39.0*  0.05D 999.9  110000 
704540 25704  19820508    42.7 24    39.6 24   994.9 24   994.4 24    5.0 24    6.5 24   15.0  999.9    50.0*   39.9*  0.05D 999.9  110000 
704540 25704  19820509    38.2 24    33.4 24  1004.0 24  1003.4 24    5.3 24   13.2 24   19.0  999.9    45.0*   35.1*  0.05D 999.9  111000 
704540 25704  19820510    39.0 24    30.7 24  1013.0 24  1012.5 24    6.4 24   12.0 24   22.0  999.9    46.0*   33.1*  0.05D 999.9  001000 
704540 25704  19820511    41.4 24    33.3 24  1015.9 24  1015.4 24    6.7 24   11.8 24   20.0  999.9    46.0*   37.9*  0.05D 999.9  011000 
704540 25704  19820512    41.4 24    36.0 24  1018.0 24  1017.5 24    6.9 24    6.0 24   15.0  999.9    46.0*   37.0*  0.05D 999.9  011000 
704540 25704  19820513    40.1 24    33.8 24  1022.8 24  1022.3 24    6.9 24    3.7 24   12.0  999.9    51.1*   28.0*  0.05D 999.9  001000 
704540 25704  19820514    43.9 24    36.4 24  1023.1 24  1022.4 24    7.0 24    5.8 24   13.0  999.9    50.0*   37.0*  0.05D 999.9  010000 
704540 25704  19820515    44.1 24    40.3 24  1008.6 24  1008.1 24    4.4 24   18.7 24   28.0  999.9    46.9*   42.1*  0.05D 999.9  110000 
704540 25704  19820516    43.9 24    35.7 24   998.4 24   997.9 24    6.8 24   23.5 24   28.9  999.9    51.1*   41.0*  0.05D 999.9  111000 
704540 25704  19820517    41.8 24    37.2 24   992.3 24   991.8 24    4.5 24   17.2 24   24.1  999.9    46.0*   39.0*  0.05D 999.9  111000 
704540 25704  19820518    41.9 24    36.6 24  1008.7 24  1008.1 24    5.7 24    8.4 24   18.1  999.9    46.9*   39.9*  0.05D 999.9  111000 
704540 25704  19820519    41.0 24    34.8 24  1015.7 24  1015.2 24    7.0 24    8.2 24   14.0  999.9    46.9*   37.0*  0.05D 999.9  010000 
704540 25704  19820520    42.5 24    37.2 24  1015.8 24  1015.4 24    6.7 24    9.0 24   22.0  999.9    48.0*   37.9*  0.05D 999.9  110000 
704540 25704  19820521    39.3 24    33.2 24  1015.1 24  1014.6 24    6.9 24    6.5 24   14.0  999.9    46.0*   36.0*  0.05D 999.9  110000 
704540 25704  19820522    38.9 24    25.8 24  1014.7 24  1014.2 24    6.9 24    6.8 24   15.0  999.9    42.1*   37.0*  0.05D 999.9  011000 
704540 25704  19820523    42.8 24    38.1 24  1014.0 24  1013.4 24    5.6 24    6.7 24   11.1  999.9    48.0*   39.0*  0.05D 999.9  111000 
704540 25704  19820524    41.1 24    36.8 24  1007.0 24  1006.4 24    5.8 24    9.8 24   20.0  999.9    48.9*   37.9*  0.05D 999.9  110000 
704540 25704  19820525    40.3 24    34.2 24   995.7 24   995.2 24    4.3 24   26.0 24   34.0  999.9    44.1*   39.0*  0.05D 999.9  111000 
704540 25704  19820526    39.2 24    29.6 24   996.5 24   996.0 24    4.9 24   23.8 24   34.0  999.9    42.1*   37.9*  0.05D 999.9  111000 
704540 25704  19820527    40.6 24    30.9 24  1002.9 24  1002.4 24    6.7 24    8.4 24   14.0  999.9    45.0*   39.0*  0.05D 999.9  111000 
704540 25704  19820528    44.1 24    37.2 24  1003.5 24  1003.0 24    5.8 24    6.0 24   12.0  999.9    48.0*   42.1*  0.05D 999.9  110000 
704540 25704  19820529    42.5 24    36.4 24  1013.9 24  1013.4 24    2.6 24   15.4 24   22.0  999.9    48.9*   41.0*  0.05D 999.9  110000 
704540 25704  19820530    43.6 24    34.5 24  1022.0 24  1021.5 24    6.7 24   11.6 24   20.0  999.9    46.9*   39.9*  0.05D 999.9  110000 
704540 25704  19820531    45.3 24    39.0 24  1013.7 24  1013.1 24    4.1 24   12.7 24   22.0  999.9    48.0*   44.1*  0.05D 999.9  110000 
704540 25704  19820601    44.2 24    36.9 24  1013.2 24  1012.6 24    5.8 24   16.0 24   22.0  999.9    48.0*   42.1*  0.05D 999.9  110000 
704540 25704  19820602    42.7 24    35.3 24  1022.7 24  1022.2 24    6.4 24   15.3 24   21.0  999.9    46.9*   39.9*  0.05D 999.9  110000 
704540 25704  19820603    42.7 24    34.1 24  1003.5 24  1002.9 24    4.7 24   23.1 24   33.0  999.9    46.0*   39.9*  0.05D 999.9  110000 
704540 25704  19820604    42.5 24    34.4 24   999.8 24   999.3 24    6.0 24   15.9 24   37.1  999.9    46.9*   39.9*  0.05D 999.9  110000 
704540 25704  19820605    43.0 24    33.1 24  1005.3 24  1004.8 24    6.8 24   17.1 24   27.0  999.9    50.0*   41.0*  0.05D 999.9  110000 
704540 25704  19820606    43.5 24    34.5 24  1007.5 24  1006.9 24    6.3 24    7.4 24   22.9  999.9    51.1*   41.0*  0.05D 999.9  110000 
704540 25704  19820607    42.7 24    34.9 24  1011.9 24  1011.4 24    6.8 24    9.0 24   15.0  999.9    45.0*   41.0*  0.05D 999.9  110000 
704540 25704  19820608    44.3 24    37.8 24  1009.5 24  1009.0 24    6.0 24   10.7 24   15.9  999.9    46.9*   43.0*  0.05D 999.9  110000 
704540 25704  19820609    44.5 24    37.9 24   991.6 24   991.2 24    3.7 24   18.6 24   26.0  999.9    48.0*   42.1*  0.05D 999.9  110000 
704540 25704  19820610    43.5 24    35.0 24   988.4 24   987.8 24    5.6 24   11.7 24   22.9  999.9    48.0*   41.0*  0.05D 999.9  110000 
704540 25704  19820611    44.4 24    35.5 24  1001.7 24  1001.2 24    6.3 24   11.0 24   17.1  999.9    50.0*   42.1*  0.05D 999.9  110000 
704540 25704  19820612    44.1 24    34.8 24  1004.1 24  1003.6 24    6.4 24   11.2 24   19.0  999.9    51.1*   39.9*  0.05D 999.9  110000 
704540 25704  19820613    44.1 24    36.0 24  1011.3 24  1010.8 24    6.5 24    4.8 24   13.0  999.9    48.9*   41.0*  0.05D 999.9  110000 
704540 25704  19820614    43.8 24    35.5 24  1013.3 24  1012.7 24    7.0 24    4.5 24    8.9  999.9    48.0*   41.0*  0.05D 999.9  000000 
704540 25704  19820615    45.1 24    35.6 24  1021.3 24  1020.8 24    7.0 24    3.4 24    8.9  999.9    48.9*   43.0*  0.05D 999.9  000000 
704540 25704  19820616    44.5 24    35.7 24  1015.9 24  1015.4 24    6.0 24   12.7 24   33.0  999.9    52.0*   42.1*  0.05D 999.9  110000 
704540 25704  19820617    46.5 24    38.9 24  1010.4 24  1009.9 24    6.4 24   12.6 24   28.0  999.9    54.0*   43.0*  0.05D 999.9  110000 
704540 25704  19820618    46.8 24    40.5 24  1011.1 24  1010.5 24    5.9 24    9.6 24   18.1  999.9    52.0*   41.0*  0.05D 999.9  110000 
704540 25704  19820619    46.2 24    40.2 24   997.9 24   997.4 24    4.0 24    5.8 24   19.0  999.9    48.9*   44.1*  0.05D 999.9  110000 
704540 25704  19820620    43.4 24    34.1 24   997.6 24   997.1 24    6.8 24   14.6 24   20.0  999.9    48.0*   41.0*  0.05D 999.9  110000 
704540 25704  19820621    44.2 24    36.1 24  1002.3 24  1001.8 24    5.8 24   11.5 24   18.1  999.9    48.0*   42.1*  0.05D 999.9  110000 
704540 25704  19820622    43.7 24    37.0 24   998.3 24   997.8 24    5.1 24   10.0 24   17.1  999.9    48.0*   41.0*  0.05D 999.9  110000 
704540 25704  19820623    43.8 24    37.1 24  1004.3 24  1003.9 24    4.6 24   12.4 24   22.0  999.9    46.9*   42.1*  0.05D 999.9  110000 
704540 25704  19820624    44.0 24    36.6 24  1004.6 24  1004.1 24    5.7 24    8.4 24   22.0  999.9    46.9*   43.0*  0.05D 999.9  110000 
704540 25704  19820625    44.8 24    39.5 24   980.0 24   979.5 24    2.1 24    7.3 24   15.9  999.9    48.0*   42.1*  0.05D 999.9  110000 
704540 25704  19820626    44.1 24    37.5 24   977.8 24   977.3 24    4.8 24   10.6 24   15.0  999.9    46.9*   42.1*  0.05D 999.9  110000 
704540 25704  19820627    44.3 24    37.3 24   979.9 24   979.4 24    5.6 24    7.9 24   14.0  999.9    48.0*   42.1*  0.05D 999.9  110000 
704540 25704  19820628    44.2 24    36.6 24   988.9 24   988.4 24    6.7 24   11.5 24   15.9  999.9    46.9*   42.1*  0.05D 999.9  110000 
704540 25704  19820629    44.0 24    36.9 24   995.9 24   995.4 24    5.8 24   14.0 24   21.0  999.9    48.0*   41.0*  0.05D 999.9  110000 
704540 25704  19820630    45.9 24    38.5 24   999.2 24   998.7 24    5.4 24   13.8 24   20.0  999.9    50.0*   42.1*  0.05D 999.9  110000 
704540 25704  19820701    44.9 24    38.9 24   992.9 24   992.2 24    4.8 24    6.8 24   13.0  999.9    48.0*   42.1*  0.05D 999.9  110000 
704540 25704  19820702    44.2 24    36.9 24   994.8 24   994.3 24    6.0 24   15.3 24   28.9  999.9    48.0*   43.0*  0.05D 999.9  110000 
704540 25704  19820703    45.4 24    38.6 24  1004.9 24  1004.4 24    5.1 24   12.5 24   24.1  999.9    48.0*   44.1*  0.05D 999.9  110000 
704540 25704  19820704    45.3 24    37.2 24  1011.7 24  1011.2 24    6.3 24    8.6 24   15.9  999.9    51.1*   42.1*  0.05D 999.9  100000 
704540 25704  19820705    44.5 24    37.1 24  1009.5 24  1009.1 24    6.0 24   12.3 24   17.1  999.9    48.0*   43.0*  0.05D 999.9  110000 
704540 25704  19820706    44.6 24    36.8 24  1003.3 24  1002.8 24    7.8 24    7.8 24   14.0  999.9    51.1*   41.0*  0.05D 999.9  110000 
704540 25704  19820707    47.6 24    40.1 24  1004.3 24  1003.9 24    8.1 24    7.7 24   15.0  999.9    52.0*   46.0*  0.05D 999.9  110000 
704540 25704  19820708    46.2 24    40.4 24  1006.7 24  1006.2 24    3.2 24    7.2 24   17.1  999.9    52.0*   44.1*  0.05D 999.9  110000 
704540 25704  19820709    48.0 24    41.0 24  1011.3 24  1010.8 24    6.4 24    7.3 24   13.0  999.9    53.1*   46.0*  0.05D 999.9  110000 
704540 25704  19820710    46.5 24    39.9 24  1008.7 24  1008.3 24    4.9 24   11.2 24   15.9  999.9    53.1*   42.1*  0.05D 999.9  110000 
704540 25704  19820711    47.6 24    40.0 24  1000.8 24  1000.3 24    5.9 24   11.2 24   19.0  999.9    52.0*   45.0*  0.05D 999.9  110000 
704540 25704  19820712    45.9 24    38.9 24   992.8 24   992.4 24    5.2 24   11.1 24   15.9  999.9    50.0*   43.0*  0.05D 999.9  110000 
